t_id,probability
19778,0.4268973171710968
21465,0.4330807626247406
25493,0.43345341086387634
8272,0.42272490262985229
24140,0.40948960185050964
633,0.42132815718650818
30355,0.41434350609779358
13873,0.41983553767204285
2835,0.41026923060417175
11453,0.43562081456184387
9035,0.40931153297424316
19391,0.41736957430839539
16637,0.42278912663459778
1644,0.44809675216674805
2404,0.43056514859199524
13152,0.43369436264038086
18352,0.41685846447944641
3503,0.41852504014968872
16219,0.41961556673049927
5372,0.410146564245224
9849,0.38824665546417236
9688,0.4231153130531311
10470,0.41934144496917725
25916,0.43193945288658142
21486,0.42939573526382446
8827,0.42931091785430908
29318,0.41632279753684998
24955,0.42529404163360596
15945,0.43862029910087585
13362,0.43795278668403625
17559,0.43499085307121277
22055,0.43328213691711426
27144,0.4277004599571228
6312,0.42207461595535278
9684,0.42983895540237427
16769,0.42899018526077271
19850,0.4218982458114624
7779,0.43260568380355835
9906,0.41210618615150452
30553,0.42441257834434509
29716,0.43973085284233093
23374,0.41320121288299561
5150,0.41914162039756775
16089,0.42112290859222412
29349,0.42805477976799011
20046,0.42774000763893127
3795,0.43361291289329529
9378,0.41288381814956665
7030,0.4072648286819458
19027,0.41732293367385864
30371,0.42673394083976746
23582,0.42520707845687866
830,0.42221134901046753
31362,0.41900938749313354
28815,0.41851991415023804
2661,0.41665729880332947
24581,0.41183516383171082
30986,0.40815192461013794
10684,0.42410483956336975
25635,0.41776701807975769
10469,0.42401722073554993
22246,0.42716604471206665
7112,0.41375607252120972
2759,0.42333546280860901
29498,0.42101168632507324
5212,0.40014997124671936
8130,0.41328117251396179
10850,0.42329666018486023
25922,0.41022524237632751
4607,0.42760166525840759
4270,0.40904721617698669
2402,0.41639247536659241
27879,0.41869470477104187
28549,0.38962587714195251
18434,0.40803632140159607
12787,0.42174568772315979
23137,0.41020044684410095
85,0.41717332601547241
2130,0.42696660757064819
24702,0.42672556638717651
24505,0.41331380605697632
22785,0.43535742163658142
11885,0.41096416115760803
24785,0.41696140170097351
9321,0.42470663785934448
16499,0.42689913511276245
23628,0.41949909925460815
282,0.41511732339859009
19210,0.41497042775154114
13650,0.41558432579040527
19738,0.41968175768852234
25262,0.41159814596176147
17176,0.42907330393791199
2571,0.42420259118080139
31215,0.43167215585708618
26821,0.40297704935073853
20109,0.41546705365180969
8962,0.43450850248336792
17157,0.43118461966514587
22695,0.43718427419662476
26799,0.43087124824523926
30010,0.43911606073379517
16360,0.41695913672447205
16021,0.41333302855491638
16413,0.4269351065158844
18949,0.40989485383033752
21361,0.41926008462905884
20110,0.42566365003585815
7966,0.44207939505577087
6877,0.41738280653953552
19291,0.41455531120300293
31016,0.41170701384544373
22405,0.40903261303901672
18383,0.4127042293548584
190,0.42024651169776917
148,0.43625485897064209
11573,0.4143638014793396
