t_id,probability
19778,0.50829577445983887
21465,0.52610152959823608
25493,0.47675701975822449
8272,0.492624431848526
24140,0.53551328182220459
633,0.49379539489746094
30355,0.52509582042694092
13873,0.51482343673706055
2835,0.50619310140609741
11453,0.52238988876342773
9035,0.49728962779045105
19391,0.50936669111251831
16637,0.48472070693969727
1644,0.48504608869552612
2404,0.51770240068435669
13152,0.50828039646148682
18352,0.45683056116104126
3503,0.49354186654090881
16219,0.42872509360313416
5372,0.43229371309280396
9849,0.49851679801940918
9688,0.49808186292648315
10470,0.5358089804649353
25916,0.52944451570510864
21486,0.48740831017494202
8827,0.51399344205856323
29318,0.51896482706069946
24955,0.47414353489875793
15945,0.5105021595954895
13362,0.52036011219024658
17559,0.485096275806427
22055,0.48628595471382141
27144,0.50292199850082397
6312,0.44856390357017517
9684,0.531471848487854
16769,0.51728141307830811
19850,0.54302716255187988
7779,0.50055390596389771
9906,0.42957878112792969
30553,0.52346432209014893
29716,0.48240825533866882
23374,0.51274687051773071
5150,0.47184914350509644
16089,0.49436420202255249
29349,0.53754711151123047
20046,0.51841998100280762
3795,0.51559019088745117
9378,0.44930160045623779
7030,0.46699211001396179
19027,0.49731570482254028
30371,0.46689879894256592
23582,0.52440005540847778
830,0.47435459494590759
31362,0.50694531202316284
28815,0.52702462673187256
2661,0.48033705353736877
24581,0.47897866368293762
30986,0.52422147989273071
10684,0.50275248289108276
25635,0.50443685054779053
10469,0.50094592571258545
22246,0.5289185643196106
7112,0.47057133913040161
2759,0.52352029085159302
29498,0.51035219430923462
5212,0.48925957083702087
8130,0.50966340303421021
10850,0.50281918048858643
25922,0.46468546986579895
4607,0.49843102693557739
4270,0.53004628419876099
2402,0.50707864761352539
27879,0.4931359589099884
28549,0.48062977194786072
18434,0.50034451484680176
12787,0.49605146050453186
23137,0.49268507957458496
85,0.52238970994949341
2130,0.53689098358154297
24702,0.5308079719543457
24505,0.52337139844894409
22785,0.51179426908493042
11885,0.5005040168762207
24785,0.44083547592163086
9321,0.49762287735939026
16499,0.50051867961883545
23628,0.46371182799339294
282,0.52191621065139771
19210,0.50904560089111328
13650,0.44751638174057007
19738,0.49094003438949585
25262,0.47257053852081299
17176,0.47313421964645386
2571,0.46893954277038574
31215,0.52350002527236938
26821,0.49427306652069092
20109,0.46037089824676514
8962,0.45460984110832214
17157,0.47108229994773865
22695,0.48498854041099548
26799,0.51056677103042603
30010,0.49362975358963013
16360,0.52094411849975586
16021,0.48131334781646729
16413,0.4970284104347229
18949,0.50777095556259155
21361,0.53249281644821167
20110,0.46774753928184509
7966,0.51554054021835327
6877,0.44533112645149231
19291,0.46163606643676758
31016,0.50358182191848755
22405,0.47806623578071594
18383,0.42516875267028809
190,0.51687562465667725
148,0.43732404708862305
11573,0.51430898904800415
14691,0.52762013673782349
7169,0.49166247248649597
16804,0.46063977479934692
19714,0.49216565489768982
14254,0.46497249603271484
23408,0.48364123702049255
16451,0.51354068517684937
9644,0.48301437497138977
5289,0.48558145761489868
17049,0.52243703603744507
24749,0.50120007991790771
3228,0.50105565786361694
14616,0.52236205339431763
31698,0.46546125411987305
3754,0.53308510780334473
11290,0.45879390835762024
16119,0.5141829252243042
24834,0.49050650000572205
29632,0.49675121903419495
31726,0.50498270988464355
31399,0.53155070543289185
8109,0.52185893058776855
31485,0.49174788594245911
21485,0.48005139827728271
4247,0.47247359156608582
14182,0.51106375455856323
11063,0.49156779050827026
12823,0.48665204644203186
2780,0.51445126533508301
8545,0.51351183652877808
29448,0.47501993179321289
9735,0.51045799255371094
6170,0.52020084857940674
6204,0.53360509872436523
21736,0.47350302338600159
18371,0.45436960458755493
27451,0.48662221431732178
18261,0.48789402842521667
16690,0.48945027589797974
19209,0.51342242956161499
334,0.48036149144172668
13155,0.48788386583328247
17380,0.50744408369064331
2804,0.47884747385978699
24034,0.48359900712966919
29244,0.3973706066608429
12948,0.52386766672134399
24516,0.51716691255569458
1099,0.47774708271026611
22841,0.52671563625335693
22790,0.4990982711315155
29634,0.51613152027130127
30831,0.5118224024772644
18185,0.49612244963645935
16306,0.48354107141494751
24640,0.47076824307441711
19293,0.46843230724334717
1530,0.45458963513374329
13081,0.48302760720252991
10616,0.48317289352416992
1622,0.53857076168060303
30668,0.50051391124725342
2502,0.52869147062301636
5229,0.49368977546691895
1253,0.48207327723503113
16414,0.49301442503929138
28735,0.5239098072052002
5942,0.50309938192367554
24999,0.51527798175811768
20013,0.5083501935005188
1269,0.46254077553749084
18124,0.50375139713287354
22677,0.5283583402633667
19574,0.51935529708862305
29903,0.5380251407623291
8508,0.43372458219528198
27086,0.53073829412460327
20667,0.51991158723831177
18422,0.40630650520324707
12895,0.52957314252853394
25871,0.50038337707519531
4810,0.50319379568099976
15992,0.50646883249282837
5431,0.52234917879104614
5948,0.51956856250762939
21636,0.51655048131942749
30325,0.49398836493492126
23662,0.4225945770740509
19906,0.51065391302108765
15924,0.46544793248176575
18165,0.51373481750488281
4201,0.51060271263122559
25474,0.49545851349830627
6106,0.47333240509033203
15608,0.51280695199966431
18915,0.45244553685188293
20193,0.4714621901512146
6307,0.45765972137451172
7597,0.48653799295425415
11789,0.48926591873168945
29362,0.51810187101364136
21286,0.51394391059875488
26333,0.43161392211914063
22957,0.46547335386276245
11985,0.50062352418899536
28604,0.46330145001411438
52,0.49250683188438416
3025,0.50006794929504395
4038,0.51937228441238403
16128,0.43865847587585449
6231,0.4201202392578125
10207,0.52962303161621094
14340,0.52163040637969971
13572,0.50067436695098877
8640,0.52625060081481934
187,0.52028650045394897
18488,0.49432271718978882
13658,0.46325230598449707
20835,0.48964053392410278
1877,0.50916475057601929
438,0.42499959468841553
11657,0.48540353775024414
3116,0.4762762188911438
14365,0.46525987982749939
11435,0.513358473777771
1874,0.50916510820388794
13459,0.53861218690872192
26209,0.51275664567947388
30278,0.53597652912139893
2094,0.52595758438110352
6746,0.53399443626403809
13761,0.46003562211990356
29514,0.48050588369369507
26544,0.49306222796440125
9074,0.50542706251144409
23536,0.47748592495918274
15103,0.49726769328117371
28214,0.52430987358093262
3550,0.4910355806350708
12655,0.47706848382949829
16530,0.49252194166183472
18492,0.51152241230010986
14871,0.47835546731948853
4742,0.49456140398979187
4148,0.51047945022583008
9011,0.47844964265823364
19310,0.48819124698638916
26675,0.52081334590911865
19747,0.51195496320724487
17617,0.4915880560874939
4924,0.50405961275100708
17968,0.41471549868583679
27885,0.42069146037101746
31334,0.48587089776992798
9596,0.4976218044757843
10282,0.48914089798927307
20604,0.49772515892982483
25709,0.44845378398895264
2419,0.53741443157196045
14981,0.49010723829269409
29665,0.46668300032615662
3205,0.54253792762756348
19664,0.43300074338912964
19542,0.50556230545043945
19398,0.5147896409034729
25756,0.51272773742675781
27844,0.42743176221847534
29026,0.47861653566360474
20004,0.48268324136734009
25741,0.46151670813560486
12352,0.50288498401641846
9462,0.54161614179611206
16315,0.42740422487258911
20593,0.45691895484924316
15625,0.5150800347328186
29942,0.50473970174789429
9789,0.5386122465133667
28150,0.50110715627670288
4932,0.49023562669754028
27255,0.52079463005065918
23178,0.48959720134735107
24449,0.45972684025764465
10198,0.47048106789588928
7718,0.51748889684677124
11410,0.48239091038703918
22025,0.52247631549835205
2705,0.41923058032989502
20451,0.5274161696434021
22421,0.47057554125785828
28179,0.52431941032409668
9065,0.50810033082962036
13415,0.50749510526657104
25656,0.53634315729141235
18528,0.46888008713722229
17211,0.50006484985351563
16467,0.509876549243927
19028,0.50670146942138672
31481,0.51622843742370605
18930,0.48133158683776855
15152,0.47614878416061401
25140,0.52878230810165405
23306,0.49853065609931946
24677,0.52473437786102295
14933,0.47606024146080017
28042,0.5205267071723938
6729,0.5274081826210022
27560,0.48339122533798218
11022,0.47183021903038025
27564,0.48316842317581177
18486,0.49188715219497681
13966,0.51603329181671143
10453,0.51662063598632813
8362,0.49756655097007751
28217,0.53373432159423828
16422,0.52713960409164429
28756,0.48278552293777466
30136,0.52589935064315796
30229,0.51892393827438354
4962,0.45100975036621094
7593,0.50912714004516602
18459,0.51248276233673096
19705,0.49789595603942871
24593,0.49561968445777893
16083,0.50615465641021729
8202,0.47368848323822021
14772,0.45911446213722229
24681,0.43449908494949341
19282,0.48786464333534241
16131,0.47972691059112549
8772,0.40911716222763062
26742,0.50263756513595581
4601,0.51301324367523193
23501,0.50905060768127441
10847,0.49567779898643494
13846,0.49966356158256531
29536,0.51834243535995483
25068,0.51077467203140259
28670,0.41393017768859863
22038,0.50510460138320923
23913,0.47391659021377563
13963,0.51377087831497192
20893,0.49914434552192688
10458,0.51145797967910767
16737,0.51720702648162842
7629,0.40383619070053101
2154,0.48247590661048889
16528,0.43000167608261108
7823,0.45405125617980957
10650,0.50889861583709717
28613,0.45131781697273254
28265,0.5189594030380249
21720,0.53603410720825195
28472,0.47549307346343994
30998,0.47658467292785645
679,0.46292692422866821
1668,0.45897671580314636
6247,0.42781269550323486
244,0.42778399586677551
31542,0.48181697726249695
23358,0.48978251218795776
3467,0.48744982481002808
21737,0.47623196244239807
25592,0.5415726900100708
19271,0.52287584543228149
16767,0.51099914312362671
13515,0.5032573938369751
1758,0.53509712219238281
26631,0.50460505485534668
15285,0.47102347016334534
11031,0.48459517955780029
528,0.45801204442977905
22209,0.48862576484680176
20002,0.47251531481742859
24782,0.52843737602233887
2376,0.507598876953125
30538,0.456807941198349
12732,0.50214588642120361
24585,0.4652504026889801
15611,0.52300143241882324
15057,0.50915873050689697
14914,0.47130122780799866
27653,0.50454568862915039
9901,0.51601207256317139
18103,0.50585979223251343
